240	181	30	136	45	271	92	227	2	18	288	108	123	64	153	79	200	215	260	170	
105	195	225	16	166	151	46	257	62	33	273	243	4	124	94	185	81	291	140	216	
135	150	180	61	196	211	241	106	121	31	93	78	19	48	5	259	290	230	171	276	
75	255	91	182	17	212	198	242	287	3	228	139	65	34	169	50	274	156	126	111	
60	197	258	47	213	77	32	289	184	229	168	20	6	155	125	245	96	110	275	141	
165	285	137	183	1	107	122	272	199	214	154	49	80	95	35	21	66	261	246	231	
15	90	120	256	210	270	226	0	286	76	152	138	63	167	109	244	201	36	51	186	
22	217	38	98	174	114	280	130	56	251	145	191	207	267	88	163	74	299	239	14	
82	187	112	68	128	158	233	219	144	10	296	206	42	28	58	103	254	179	269	284	
37	293	127	218	249	83	232	203	189	25	281	71	264	176	116	101	11	59	164	149	
67	39	8	142	99	54	160	86	250	220	236	297	266	117	27	177	208	193	283	134	
247	277	23	188	84	40	70	175	55	295	161	205	131	146	221	12	268	238	104	119	
262	202	53	24	115	41	87	282	73	237	252	298	162	192	102	13	178	133	148	224	
292	7	52	173	263	278	113	159	85	143	204	235	72	190	100	26	222	43	253	132	
157	172	97	248	69	129	279	9	294	234	265	57	147	118	223	29	44	89	209	194	
0	174	282	308	474	614	748	759	932	980	1025	1028	1129	1290	1312	1369	1487	1635	1729	1916	
0	9	136	334	416	470	624	645	658	1105	1240	1280	1395	1449	1559	1638	1668	1701	1780	1931	
0	30	97	112	308	466	471	636	734	869	1059	1074	1109	1260	1454	1544	1586	1696	2004	2242	
0	89	184	325	488	528	559	675	855	980	1094	1280	1339	1503	1623	1746	1919	2051	2062	2241	
0	459	658	761	835	990	1065	1105	1181	1288	1360	1454	1557	1716	1737	1933	2033	2167	2241	2242	
0	118	474	573	691	734	906	1001	1178	1336	1510	1534	1543	1660	1738	1742	1766	1916	2104	2226	
0	29	170	326	341	466	479	544	649	816	990	1115	1280	1286	1360	1395	1635	1766	1919	2088	
1766	2029	2067	2262	2442	2669	2843	2964	3101	3192	3266	3384	3557	3622	3691	3790	3982	4087	4112	4228	
1701	2214	2403	2435	2454	2499	2641	2791	3004	3042	3216	3346	3523	3801	3859	3923	3963	4044	4145	4200	
1892	1928	2128	2316	2376	2469	2566	2580	2774	2905	2964	3075	3180	3362	3454	3559	3746	3877	3982	4288	
1891	2194	2293	2364	2492	2622	2715	2901	3031	3168	3219	3306	3388	3559	3633	3801	3835	4000	4132	4159	
2226	2284	2319	2403	2566	2648	2747	2787	2946	3068	3216	3323	3346	3384	3520	3774	3789	3793	3963	4027	
2104	2247	2283	2466	2843	2938	3031	3161	3258	3351	3365	3399	3562	3619	3792	3923	3964	4051	4134	4288	
1780	1922	2088	2221	2341	2428	2493	2669	2698	2811	3004	3096	3219	3258	3380	3514	3633	3734	3889	3939	
2062	2186	2221	2264	2454	2527	2686	2778	2931	2964	3362	3383	3520	3647	3812	3953	3956	4099	4104	4286	
174	282	308	474	614	748	759	932	980	1025	1028	1129	1290	1312	1369	1487	1635	1729	1916	2004	
9	136	334	416	470	624	645	658	818	1240	1280	1395	1449	1559	1638	1668	1701	1780	1931	2029	
30	97	112	308	459	471	636	734	869	1059	1074	1109	1260	1454	1544	1586	1696	1860	2186	2284	
89	184	325	488	528	559	675	855	972	1094	1263	1339	1503	1623	1746	1919	2051	2062	2095	2376	
33	460	761	835	885	1065	1105	1181	1288	1334	1454	1557	1716	1737	1933	2033	2167	2241	2242	2364	
118	229	573	691	707	906	1001	1178	1336	1510	1534	1543	1660	1738	1742	1766	1891	2104	2226	2377	
29	170	326	341	466	479	544	649	816	990	1115	1280	1286	1360	1362	1580	1766	1892	2088	2214	
1883	2067	2194	2442	2632	2843	2964	3101	3192	3266	3384	3557	3622	3691	3790	3982	4087	4112	4228	4369	
1741	2403	2435	2454	2499	2641	2791	2953	3042	3188	3306	3523	3697	3859	3877	3963	4005	4145	4200	4337	
1928	2128	2316	2342	2469	2566	2580	2774	2905	2930	3075	3180	3362	3454	3559	3746	3774	3929	4179	4370	
2041	2293	2358	2492	2622	2715	2901	3031	3168	3173	3286	3388	3553	3595	3801	3835	4000	4132	4159	4248	
2264	2319	2374	2410	2648	2747	2787	2946	3068	3216	3323	3346	3377	3520	3607	3789	3793	3959	4027	4217	
2247	2283	2466	2651	2938	3000	3161	3255	3351	3365	3399	3562	3619	3792	3923	3964	4044	4134	4288	4299	
1922	2055	2216	2341	2428	2493	2669	2698	2811	3004	3096	3219	3258	3380	3514	3633	3734	3889	3939	4051	
2141	2221	2262	2376	2527	2686	2778	2931	2964	3072	3383	3439	3647	3812	3953	3956	4099	4104	4286	4294	
