45	30	240	181	136	271	92	2	227	288	18	153	108	123	79	64	260	200	215	170	
105	195	225	151	166	16	46	257	62	243	33	273	94	4	124	185	140	216	291	81	
135	180	150	61	196	121	31	241	106	211	93	48	78	19	259	230	5	290	276	171	
255	75	91	182	212	287	17	242	198	3	228	274	139	169	34	65	50	156	126	111	
60	197	32	47	77	258	168	213	289	184	229	20	110	275	155	245	125	96	6	141	
165	285	1	122	137	272	107	183	49	154	214	199	95	35	80	231	261	66	246	21	
270	90	120	210	0	15	226	256	286	76	152	167	138	63	109	244	186	201	51	36	
217	22	38	98	114	174	280	130	145	251	56	191	207	267	88	163	74	239	14	299	
187	82	112	68	158	233	128	144	219	10	206	296	42	58	28	103	284	254	179	269	
232	127	37	218	293	83	203	249	189	264	25	116	176	101	281	71	11	149	164	59	
67	142	8	99	54	39	160	220	250	266	236	86	177	297	27	117	283	208	193	134	
247	277	23	188	84	175	205	295	40	55	70	131	221	146	161	12	238	268	104	119	
202	262	53	24	115	41	102	237	252	87	282	162	192	133	148	298	178	73	13	224	
7	52	292	278	113	173	263	143	204	159	85	190	100	235	26	222	132	72	253	43	
97	157	172	248	69	294	279	234	129	9	265	147	57	223	118	44	89	209	29	194	
0	140	166	340	448	614	748	759	807	1200	1240	1285	1342	1443	1604	1722	1744	1931	2079	2173	
0	9	136	334	488	569	651	672	685	1420	1535	1670	1710	1789	1843	1953	2010	2173	2271	2374	
0	30	45	112	308	459	594	784	949	1047	1052	1067	1261	1296	1447	1865	2029	2119	2229	2271	
0	95	184	448	1052	1083	1200	1240	1420	1536	1650	1819	1951	2010	2133	2253	2417	2590	2601	2634	
0	459	784	824	990	1065	1189	1283	1333	1409	1819	1865	1968	2042	2043	2064	2164	2360	2494	2653	
0	118	540	594	689	788	1047	1219	1337	1346	1370	1544	1789	2253	2257	2374	2525	2713	2838	2960	
0	13	154	310	435	540	569	634	649	816	990	1115	1189	1354	1443	1535	1983	2109	2590	2759	
2271	2984	3101	3228	3408	3582	3772	3893	4030	4148	4323	4414	4587	4652	4721	4834	5580	5685	5801	5942	
2109	2407	2769	2988	3007	3149	3299	3697	3735	3897	4043	4220	4310	4800	4818	4876	4916	5053	5487	5588	
2525	2634	2885	2921	3056	3256	3353	3547	3640	3771	3953	3978	4083	4187	4374	4485	4590	5244	5326	5523	
2838	2988	3116	3408	3538	3631	3818	4004	4009	4146	4311	4378	4508	4542	4624	4792	4828	4855	5020	5152	
2960	2998	3101	3156	3353	3772	3931	3954	4102	4201	4323	4363	4394	4481	4617	4724	4739	4905	4916	5106	
2240	2713	2914	3156	3582	4201	4374	4505	4519	4553	4683	4777	4834	5007	5090	5244	5407	5487	5580	5621	
2653	2786	2914	3056	3121	3297	3417	3504	3697	3789	3818	3931	4053	4187	4310	4481	4582	4694	4733	4783	
2494	2601	2680	2998	3110	3256	3289	3381	3489	3648	3953	4617	4744	4800	4941	5106	5249	5254	5436	5439	
140	166	340	448	614	748	759	807	980	1203	1285	1342	1443	1604	1722	1744	1931	2079	2173	2261	
9	136	334	488	542	651	672	685	845	1535	1670	1710	1789	1843	1953	1983	2161	2271	2350	2407	
30	45	112	308	459	594	784	949	1047	1052	1067	1261	1296	1447	1489	2029	2119	2229	2271	2453	
95	184	325	611	1083	1200	1240	1420	1536	1650	1819	1951	2010	2133	2253	2417	2590	2601	2634	2769	
33	460	824	898	1065	1168	1283	1333	1409	1516	1865	1968	2042	2043	2064	2164	2360	2494	2653	2775	
118	229	556	689	788	965	1219	1337	1346	1370	1544	1702	1867	2257	2374	2525	2713	2838	2960	2984	
13	154	310	435	540	569	634	649	816	990	1115	1189	1354	1360	1445	1720	2109	2240	2759	2885	
2309	3101	3228	3408	3582	3772	3893	4030	4148	4222	4414	4587	4652	4721	4820	5026	5685	5801	5942	5967	
2298	2447	2801	3007	3149	3299	3344	3735	3897	4043	4220	4310	4484	4818	4876	4916	5053	5095	5588	5643	
2539	2822	2921	2947	3256	3353	3547	3640	3771	3953	3978	4083	4175	4374	4485	4590	4618	5326	5523	5575	
2988	3116	3181	3538	3631	3730	4004	4009	4146	4311	4378	4508	4542	4624	4792	4828	4855	5020	5152	5241	
2998	3033	3156	3163	3435	3931	3954	4102	4201	4323	4363	4394	4481	4617	4724	4739	4905	4909	4980	5296	
2276	2856	3097	3341	3677	4263	4505	4519	4553	4683	4777	4834	5007	5090	5244	5407	5487	5580	5621	5632	
2786	2914	3056	3121	3297	3417	3504	3697	3789	3818	3931	4053	4187	4310	4429	4582	4694	4733	4783	4938	
2535	2680	2715	3110	3183	3289	3381	3489	3648	3801	3974	4744	4800	4941	5106	5249	5254	5436	5439	5447	
